fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
5569,,,CT2-5846;1       7V8,11005846,15,0.0,121.868922,24.903745,158.9,0,2024-04-16 03:20:24,3778
5252,,,CT2-5846;1       7V8,11005846,15,0.3,121.868975,24.903672,111.8,0,2024-04-16 03:30:31,3545
5028,,,CT2-5846;1       7V8,11005846,15,0.0,121.869025,24.90365,64.2,0,2024-04-16 03:44:57,3366
5255,,,CT2-5846;1       7V8,11005846,15,0.4,121.869072,24.903643,284.5,0,2024-04-16 03:56:58,3569
4906,,,CT2-5846;1       7V8,11005846,15,0.3,121.869042,24.90367,15.1,0,2024-04-16 04:06:37,3334
4797,,,CT2-5846;1       7V8,11005846,15,0.3,121.869033,24.903667,275.7,0,2024-04-16 04:09:02,3274
4897,,,CT2-5846;1       7V8,11005846,15,0.5,121.869187,24.903697,105.3,0,2024-04-16 04:11:26,3321
4947,,,CT2-5846;1       7V8,11005846,15,0.2,121.869165,24.903645,67.2,0,2024-04-16 04:18:40,3380
5170,,,CT2-5846;1       7V8,11005846,15,0.6,121.869195,24.90387,309.7,0,2024-04-16 04:23:31,3539
4733,,,CT2-5846;1       7V8,11005846,15,0.2,121.868987,24.903742,330.4,0,2024-04-16 04:30:50,3251
4869,,,CT2-5846;1       7V8,11005846,15,0.0,121.869193,24.90365,68.9,0,2024-04-16 04:35:41,3338
4801,,,CT2-5846;1       7V8,11005846,15,0.4,121.8691,24.903788,33.2,0,2024-04-16 04:57:30,3337
4956,,,CT2-5846;1       7V8,11005846,15,0.1,121.869107,24.903692,103.2,0,2024-04-16 05:02:18,3455
4761,,,CT2-5846;1       7V8,11005846,15,0.6,121.86914,24.903663,355.5,0,2024-04-16 05:04:42,3343
5316,,,CT2-5846;1       7V8,11005846,15,0.2,121.869123,24.903672,153.1,0,2024-04-16 05:09:32,3740
5309,,,CT2-5846;1       7V8,11005846,15,0.4,121.8691,24.90363,118.4,0,2024-04-16 05:14:21,3756
5049,,,CT2-5846;1       7V8,11005846,15,0.1,121.869132,24.903628,42.5,0,2024-04-16 05:23:59,3561
5095,,,CT2-5846;1       7V8,11005846,15,0.2,121.86914,24.90365,91.4,0,2024-04-16 05:31:12,3599
5341,,,CT2-5846;1       7V8,11005846,15,0.2,121.869125,24.903653,162.3,0,2024-04-16 05:40:49,3789
5353,,,CT2-5846;1       7V8,11005846,15,0.8,121.869152,24.903567,143.7,0,2024-04-16 05:45:37,3817
5299,,,CT2-5846;1       7V8,11005846,15,0.2,121.869123,24.903662,31.4,0,2024-04-16 05:55:14,3761
5566,,,CT2-5846;1       7V8,11005846,15,0.4,121.868883,24.903897,330.5,0,2024-04-16 06:09:42,3962
6916,,,CT2-5846;1       7V8,11005846,15,0.4,121.869095,24.903635,48.6,0,2024-04-16 06:17:02,4972
6866,,,CT2-5846;1       7V8,11005846,15,0.8,121.869018,24.903732,73.4,0,2024-04-16 06:19:28,4935
7310,,,CT2-5846;1       7V8,11005846,15,0.4,121.869123,24.903608,48.8,0,2024-04-16 06:22:00,5261
6890,,,CT2-5846;1       7V8,11005846,15,0.2,121.869083,24.903683,74.1,0,2024-04-16 06:27:02,4962
6407,,,CT2-5846;1       7V8,11005846,15,0.6,121.869103,24.903657,100.9,0,2024-04-16 06:36:44,4551
6194,,,CT2-5846;1       7V8,11005846,15,0.4,121.869035,24.90371,99.0,0,2024-04-16 06:44:00,4383
6670,,,CT2-5846;1       7V8,11005846,15,0.3,121.8691,24.903693,66.2,0,2024-04-16 06:48:50,4744
6994,,,CT2-5846;1       7V8,11005846,15,0.3,121.869003,24.903693,66.8,0,2024-04-16 06:51:24,5001
6627,,,CT2-5846;1       7V8,11005846,15,0.2,121.869117,24.903565,79.8,0,2024-04-16 07:01:05,4712
6750,,,CT2-5846;1       7V8,11005846,15,0.3,121.869117,24.903665,303.5,0,2024-04-16 07:10:55,4793
6798,,,CT2-5846;1       7V8,11005846,15,0.3,121.869147,24.903732,175.4,0,2024-04-16 07:15:54,4831
6680,,,CT2-5846;1       7V8,11005846,15,0.1,121.869082,24.90352,73.6,0,2024-04-16 07:55:31,4723
6744,,,CT2-5846;1       7V8,11005846,15,0.3,121.868997,24.903558,264.4,0,2024-04-16 07:58:02,4770
6718,,,CT2-5846;1       7V8,11005846,15,1.0,121.869042,24.903612,167.8,0,2024-04-16 08:03:00,4709
6756,,,CT2-5846;1       7V8,11005846,15,0.4,121.86909,24.903668,147.3,0,2024-04-16 08:24:22,4775
6501,,,CT2-5846;1       7V8,11005846,15,0.7,121.869227,24.90361,285.0,0,2024-04-16 09:01:50,4578
7139,,,CT2-5846;1       7V8,11005846,15,0.3,121.869068,24.903562,279.9,0,2024-04-16 09:06:46,5052
6935,,,CT2-5846;1       7V8,11005846,15,0.2,121.869123,24.903512,256.8,0,2024-04-16 09:16:26,4877
7180,,,CT2-5846;1       7V8,11005846,15,1.5,121.869147,24.903513,97.7,0,2024-04-16 09:26:19,5079
6479,,,CT2-5846;1       7V8,11005846,15,0.1,121.869188,24.903577,123.2,0,2024-04-16 09:31:09,4558
6473,,,CT2-5846;1       7V8,11005846,15,0.9,121.86905,24.903675,53.4,0,2024-04-16 09:38:25,4521
6791,,,CT2-5846;1       7V8,11005846,15,0.9,121.869127,24.903588,296.8,0,2024-04-16 09:48:11,4737
7054,,,CT2-5846;1       7V8,11005846,15,0.2,121.869173,24.903608,256.3,0,2024-04-16 09:55:29,4950
6815,,,CT2-5846;1       7V8,11005846,15,0.2,121.869148,24.903622,161.6,0,2024-04-16 10:02:59,4750
7308,,,CT2-5846;1       7V8,11005846,15,0.3,121.869203,24.903477,150.5,0,2024-04-16 10:12:54,5087
6521,,,CT2-5846;1       7V8,11005846,15,1.1,121.869255,24.903383,207.8,0,2024-04-16 10:22:38,4516
7366,,,CT2-5846;1       7V8,11005846,15,0.9,121.869275,24.903525,130.8,0,2024-04-16 10:25:12,5140
7386,,,CT2-5846;1       7V8,11005846,15,1.2,121.869305,24.903483,142.9,0,2024-04-16 10:32:50,5159
6967,,,CT2-5846;1       7V8,11005846,15,0.8,121.869392,24.903403,178.4,0,2024-04-16 10:45:08,4845
6956,,,CT2-5846;1       7V8,11005846,15,0.1,121.869295,24.90347,154.1,0,2024-04-16 10:47:35,4845
7172,,,CT2-5846;1       7V8,11005846,15,0.2,121.869353,24.9034,357.1,0,2024-04-16 10:50:04,4992
7190,,,CT2-5846;1       7V8,11005846,15,0.5,121.86905,24.903707,88.3,0,2024-04-16 10:58:10,5022
6529,,,CT2-5846;1       7V8,11005846,15,0.9,121.869082,24.903513,148.3,0,2024-04-16 11:05:31,4518
6674,,,CT2-5846;1       7V8,11005846,15,0.4,121.869035,24.903677,145.9,0,2024-04-16 11:15:35,4592
6759,,,CT2-5846;1       7V8,11005846,15,0.0,121.868912,24.903755,356.6,0,2024-04-16 11:20:36,4651
6755,,,CT2-5846;1       7V8,11005846,15,0.3,121.868985,24.903683,99.7,0,2024-04-16 11:33:07,4709
7023,,,CT2-5846;1       7V8,11005846,15,0.6,121.868973,24.903738,303.6,0,2024-04-16 11:38:02,4895
6983,,,CT2-5846;1       7V8,11005846,15,0.4,121.868995,24.903712,332.4,0,2024-04-16 11:40:27,4881
6992,,,CT2-5846;1       7V8,11005846,15,0.2,121.86893,24.903638,212.4,0,2024-04-16 11:45:29,4884
7024,,,CT2-5846;1       7V8,11005846,15,0.6,121.869043,24.903772,227.8,0,2024-04-16 11:47:57,4897
6998,,,CT2-5846;1       7V8,11005846,15,0.3,121.868982,24.903737,184.7,0,2024-04-16 11:52:50,4873
6814,,,CT2-5846;1       7V8,11005846,15,0.5,121.869052,24.903643,148.9,0,2024-04-16 12:02:37,4733
6882,,,CT2-5846;1       7V8,11005846,15,0.0,121.869047,24.90366,47.0,0,2024-04-16 12:14:54,4767
6652,,,CT2-5846;1       7V8,11005846,15,0.5,121.869058,24.903682,318.6,0,2024-04-16 12:19:50,4569
6920,,,CT2-5846;1       7V8,11005846,15,0.2,121.869033,24.903673,167.7,0,2024-04-16 12:22:17,4791
7304,,,CT2-5846;1       7V8,11005846,15,0.2,121.869008,24.903705,168.9,0,2024-04-16 12:24:41,5077
6987,,,CT2-5846;1       7V8,11005846,15,0.1,121.86908,24.903698,194.9,0,2024-04-16 12:44:13,4820
7249,,,CT2-5846;1       7V8,11005846,15,0.4,121.869033,24.903672,178.3,0,2024-04-16 12:51:31,5049
6893,,,CT2-5846;1       7V8,11005846,15,0.1,121.86922,24.903612,121.1,0,2024-04-16 13:01:17,4742
6830,,,CT2-5846;1       7V8,11005846,15,0.1,121.869085,24.903702,113.2,0,2024-04-16 13:08:38,4664
7154,,,CT2-5846;1       7V8,11005846,15,0.0,121.869255,24.903745,154.7,0,2024-04-16 13:20:50,4956
5577,,,CT2-5846;1       7V8,11005846,15,0.4,121.869218,24.903767,352.4,0,2024-04-16 13:30:44,3700
6190,,,CT2-5846;1       7V8,11005846,15,0.2,121.869143,24.903692,357.4,0,2024-04-16 13:33:12,4149
6504,,,CT2-5846;1       7V8,11005846,15,0.3,121.86905,24.903823,13.5,0,2024-04-16 13:40:33,4422
6781,,,CT2-5846;1       7V8,11005846,15,0.7,121.869327,24.903633,329.6,0,2024-04-16 13:45:38,4622
6327,,,CT2-5846;1       7V8,11005846,15,1.0,121.869282,24.903688,350.5,0,2024-04-16 13:48:11,4292
6367,,,CT2-5846;1       7V8,11005846,15,0.7,121.86924,24.903645,347.8,0,2024-04-16 13:50:45,4305
6167,,,CT2-5846;1       7V8,11005846,15,6.7,121.87108,24.903793,196.8,0,2024-04-16 17:02:23,4227
6270,,,CT2-5846;1       8V2,11005846,15,8.4,121.865053,24.894848,207.7,0,2024-04-16 17:07:10,4257
6031,,,CT2-5846;1       8V2,11005846,15,8.2,121.857127,24.879262,205.6,0,2024-04-16 17:14:24,4076
6311,,,CT2-5846;1       8V2,11005846,15,8.0,121.854078,24.874697,210.7,0,2024-04-16 17:16:49,4282
5996,,,CT2-5846;1       8V2,11005846,15,8.0,121.848423,24.865293,198.5,0,2024-04-16 17:21:36,4072
6329,,,CT2-5846;1       8V2,11005846,15,8.3,121.84421,24.844597,200.3,0,2024-04-16 17:31:10,4326
6121,,,CT2-5846;1       8V2,11005846,15,7.7,121.84263,24.83923,202.1,0,2024-04-16 17:33:35,4173
5843,,,CT2-5846;1       8V2,11005846,15,0.6,121.842475,24.833305,72.3,0,2024-04-16 17:40:50,3998
5846,,,CT2-5846;1       8V2,11005846,15,3.1,121.842362,24.833622,244.7,0,2024-04-16 17:45:40,4009
6193,,,CT2-5846;1       8V2,11005846,15,2.7,121.841203,24.832717,325.9,0,2024-04-16 17:52:54,4266
6002,,,CT2-5846;1       8V2,11005846,15,0.6,121.840605,24.833112,122.7,0,2024-04-16 17:55:17,4121
6104,,,CT2-5846;1       8V2,11005846,15,0.6,121.8398,24.8322,192.7,0,2024-04-16 18:00:04,4201
6198,,,CT2-5846;1       8V2,11005846,15,1.5,121.838247,24.83093,222.4,0,2024-04-16 18:04:50,4256
6322,,,CT2-5846;1       8V1,11005846,15,4.3,121.845982,24.832038,62.3,0,2024-04-16 18:17:01,4354
6062,,,CT2-5846;1       8V1,11005846,15,8.5,121.849583,24.841565,32.0,0,2024-04-16 18:21:51,4191
6212,,,CT2-5846;1       8V1,11005846,15,5.7,121.850982,24.844937,315.2,0,2024-04-16 18:24:16,4299
5813,,,CT2-5846;1       8V1,11005846,15,0.1,121.843045,24.8494,115.4,0,2024-04-16 18:33:55,4028
5846,,,CT2-5846;1       8V1,11005846,15,0.4,121.842843,24.849003,248.9,0,2024-04-16 18:36:19,4019
6147,,,CT2-5846;1       8V2,11005846,15,0.3,121.842378,24.848357,217.0,0,2024-04-16 18:41:09,4257
5928,,,CT2-5846;1       8V2,11005846,15,0.4,121.842133,24.848025,212.5,0,2024-04-16 18:43:36,4108
6080,,,CT2-5846;1       8V2,11005846,15,0.6,121.841715,24.847352,194.1,0,2024-04-16 18:48:26,4200
6257,,,CT2-5846;1       8V2,11005846,15,0.4,121.841365,24.846682,181.4,0,2024-04-16 18:53:15,4357
5897,,,CT2-5846;1       8V1,11005846,15,0.5,121.840623,24.84547,204.8,0,2024-04-16 19:02:54,4077
5864,,,CT2-5846;1       8V1,11005846,15,0.5,121.840465,24.845165,236.1,0,2024-04-16 19:05:18,4036
5682,,,CT2-5846;1       8V1,11005846,15,0.1,121.840158,24.844797,44.5,0,2024-04-16 19:07:42,3907
5862,,,CT2-5846;1       8V1,11005846,15,0.1,121.839747,24.84401,352.0,0,2024-04-16 19:14:55,4046
5816,,,CT2-5846;1       8V1,11005846,15,0.9,121.839598,24.843705,172.7,0,2024-04-16 19:17:19,3994
6209,,,CT2-5846;1       8V1,11005846,15,0.8,121.839178,24.843065,204.7,0,2024-04-16 19:22:10,4298
6082,,,CT2-5846;1       8V1,11005846,15,0.7,121.839067,24.84283,272.5,0,2024-04-16 19:24:35,4201
6498,,,CT2-5846;1       8V2,11005846,15,0.2,121.838743,24.842222,245.2,0,2024-04-16 19:29:26,4544
6200,,,CT2-5846;1       8V1,11005846,15,0.4,121.83854,24.841665,177.2,0,2024-04-16 19:34:14,4336
6331,,,CT2-5846;1       8V2,11005846,15,0.2,121.838163,24.841103,249.1,0,2024-04-16 19:39:10,4452
6201,,,CT2-5846;1       8V2,11005846,15,0.5,121.838077,24.840815,299.0,0,2024-04-16 19:41:36,4335
6141,,,CT2-5846;1       8V2,11005846,15,0.2,121.837798,24.840265,237.4,0,2024-04-16 19:46:27,4281
6257,,,CT2-5846;1       8V2,11005846,15,0.5,121.837595,24.839563,110.3,0,2024-04-16 19:51:17,4359
5996,,,CT2-5846;1       8V2,11005846,15,0.4,121.837428,24.839305,192.6,0,2024-04-16 19:53:43,4196
5985,,,CT2-5846;1       8V1,11005846,15,0.5,121.837143,24.838713,134.2,0,2024-04-16 19:58:34,4194
5689,,,CT2-5846;1       8V1,11005846,15,4.8,121.840993,24.83249,105.1,0,2024-04-16 20:30:22,3945
5872,,,CT2-5846;1       8V1,11005846,15,5.9,121.845262,24.831592,114.0,0,2024-04-16 20:32:48,4078
5821,,,CT2-5846;1       8V2,11005846,15,0.7,121.85074,24.830287,132.4,0,2024-04-16 20:40:05,4018
5612,,,CT2-5846;1       8V2,11005846,15,1.5,121.8505,24.829555,109.9,0,2024-04-16 20:45:11,3863
5856,,,CT2-5846;1       8V2,11005846,15,1.1,121.850345,24.829167,140.3,0,2024-04-16 20:47:35,4044
5995,,,CT2-5846;1       8V1,11005846,15,0.7,121.850185,24.828392,167.6,0,2024-04-16 20:52:25,4117
5856,,,CT2-5846;1       8V1,11005846,15,1.3,121.850082,24.827582,145.3,0,2024-04-16 20:57:23,4029
5870,,,CT2-5846;1       8V1,11005846,15,1.0,121.849945,24.827085,148.5,0,2024-04-16 20:59:48,4018
6083,,,CT2-5846;1       8V1,11005846,15,0.7,121.84968,24.826343,181.3,0,2024-04-16 21:04:38,4184
5904,,,CT2-5846;1       8V1,11005846,15,0.8,121.849642,24.825933,126.6,0,2024-04-16 21:07:02,4052
5803,,,CT2-5846;1       8V1,11005846,15,1.0,121.849603,24.825045,144.0,0,2024-04-16 21:11:50,3986
5506,,,CT2-5846;1       8V1,11005846,15,0.5,121.84951,24.824257,150.4,0,2024-04-16 21:16:40,3754
5560,,,CT2-5846;1       8V1,11005846,15,1.1,121.849453,24.823843,114.8,0,2024-04-16 21:19:05,3793
5968,,,CT2-5846;1       8V1,11005846,15,0.5,121.869055,24.903662,96.5,0,2024-04-17 02:45:47,4149
6083,,,CT2-5846;1       8V1,11005846,15,0.1,121.86901,24.903712,5.4,0,2024-04-17 03:48:35,4243
6615,,,CT2-5846;1       8V1,11005846,15,0.4,121.869097,24.903583,350.2,0,2024-04-17 05:28:07,4797
6543,,,CT2-5846;1       8V1,11005846,15,0.6,121.869097,24.903483,4.8,0,2024-04-17 06:14:30,4747
6619,,,CT2-5846;1       8V1,11005846,15,1.2,121.869088,24.903798,121.3,0,2024-04-17 07:18:31,4752
6583,,,CT2-5846;1       8V1,11005846,15,0.8,121.8694,24.903202,148.5,0,2024-04-17 07:40:40,4728
6573,,,CT2-5846;1       8V1,11005846,15,0.2,121.869347,24.903363,23.6,0,2024-04-17 09:18:37,4656
5988,,,CT2-5846;1       8V1,11005846,15,0.5,121.869475,24.903492,119.7,0,2024-04-17 10:20:43,4201
6154,,,CT2-5846;1       8V1,11005846,15,0.2,121.868888,24.903827,331.4,0,2024-04-17 12:49:32,4198
6468,,,CT2-5846;1       8V1,11005846,15,0.2,121.868965,24.903995,185.7,0,2024-04-17 12:59:20,4404
6464,,,CT2-5846;1       8V1,11005846,15,0.3,121.869037,24.903758,31.0,0,2024-04-17 13:06:38,4364
6244,,,CT2-5846;1       8V1,11005846,15,5.6,121.869053,24.90382,321.9,0,2024-04-17 13:18:47,4203
6217,,,CT2-5846;1       8V1,11005846,15,0.4,121.869005,24.903837,204.6,0,2024-04-17 13:30:55,4183
6311,,,CT2-5846;1       8V1,11005846,15,0.3,121.869193,24.903885,37.1,0,2024-04-17 13:45:39,4235
6196,,,CT2-5846;1       8V1,11005846,15,0.1,121.86913,24.903965,84.3,0,2024-04-17 13:48:07,4118
6229,,,CT2-5846;1       8V1,11005846,15,0.1,121.869185,24.903917,24.3,0,2024-04-17 14:07:47,4177
6104,,,CT2-5846;1       8V1,11005846,15,1.0,121.869067,24.903672,357.6,0,2024-04-17 14:17:41,4069
5931,,,CT2-5846;1       8V1,11005846,15,0.9,121.869082,24.903962,109.7,0,2024-04-17 14:20:08,3933
6321,,,CT2-5846;1       8V1,11005846,15,0.6,121.869182,24.903905,143.7,0,2024-04-17 14:35:01,4198
6350,,,CT2-5846;1       8V1,11005846,15,0.2,121.869358,24.903895,62.2,0,2024-04-17 14:40:02,4214
6110,,,CT2-5846;1       8V1,11005846,15,0.1,121.869228,24.903838,221.7,0,2024-04-17 14:47:49,4063
6057,,,CT2-5846;1       8V1,11005846,15,0.3,121.869178,24.903827,92.6,0,2024-04-17 14:57:52,3982
5988,,,CT2-5846;1       8V1,11005846,15,0.5,121.869278,24.90372,73.2,0,2024-04-17 15:05:21,3977
5985,,,CT2-5846;1       8V1,11005846,15,0.0,121.869173,24.903805,215.1,0,2024-04-17 15:07:55,3951
5638,,,CT2-5846;1       8V1,11005846,15,0.4,121.869057,24.903852,18.3,0,2024-04-17 15:13:00,3716
5768,,,CT2-5846;1       8V1,11005846,15,0.3,121.869018,24.903843,284.2,0,2024-04-17 15:15:30,3791
5576,,,CT2-5846;1       8V1,11005846,15,0.3,121.8691,24.903813,215.3,0,2024-04-17 15:20:23,3654
5641,,,CT2-5846;1       8V1,11005846,15,0.8,121.869193,24.903795,139.1,0,2024-04-17 15:25:21,3716
5757,,,CT2-5846;1       8V1,11005846,15,0.6,121.869077,24.90384,151.2,0,2024-04-17 15:32:38,3801
5936,,,CT2-5846;1       8V1,11005846,15,0.1,121.869148,24.903765,228.7,0,2024-04-17 15:37:31,3911
5852,,,CT2-5846;1       8V1,11005846,15,0.4,121.869017,24.903845,336.6,0,2024-04-17 15:44:49,3846
5911,,,CT2-5846;1       8V1,11005846,15,0.1,121.869318,24.903632,127.3,0,2024-04-17 15:54:38,3900
6244,,,CT2-5846;1       8V1,11005846,15,0.8,121.869295,24.9037,342.2,0,2024-04-17 15:59:32,4146
6294,,,CT2-5846;1       8V1,11005846,15,0.3,121.869138,24.903648,315.5,0,2024-04-17 16:07:00,4152
5584,,,CT2-5846;1       8V1,11005846,15,0.9,121.868922,24.9038,126.3,0,2024-04-17 16:16:56,3636
5790,,,CT2-5846;1       8V0,11005846,15,0.8,121.869137,24.903735,38.2,0,2024-04-17 16:26:57,3781
5891,,,CT2-5846;1       8V0,11005846,15,1.8,121.86927,24.90353,171.5,0,2024-04-17 16:29:28,3851
5800,,,CT2-5846;1       8V0,11005846,15,0.4,121.869178,24.903762,221.4,0,2024-04-17 16:36:57,3816
5700,,,CT2-5846;1       8V0,11005846,15,7.3,121.867142,24.897093,208.8,0,2024-04-17 16:51:31,3716
5574,,,CT2-5846;1       8V0,11005846,15,7.5,121.85883,24.883697,204.0,0,2024-04-17 16:58:50,3634
5773,,,CT2-5846;1       8V0,11005846,15,7.7,121.853003,24.8743,210.2,0,2024-04-17 17:03:50,3768
5693,,,CT2-5846;1       8V0,11005846,15,8.1,121.846777,24.865267,224.7,0,2024-04-17 17:08:47,3726
5677,,,CT2-5846;1       8V0,11005846,15,4.5,121.850258,24.820365,92.6,0,2024-04-17 18:07:56,3776
5565,,,CT2-5846;1       8V0,11005846,15,7.7,121.856502,24.828182,21.4,0,2024-04-17 18:12:50,3685
5782,,,CT2-5846;1       8V0,11005846,15,4.7,121.851095,24.830862,290.9,0,2024-04-17 18:17:42,3842
5415,,,CT2-5846;1       8V0,11005846,15,5.2,121.847642,24.831882,293.5,0,2024-04-17 18:20:07,3597
5731,,,CT2-5846;1       8V0,11005846,15,1.2,121.847527,24.833342,22.0,0,2024-04-17 18:24:56,3816
5732,,,CT2-5846;1       8V0,11005846,15,0.8,121.847748,24.83416,14.1,0,2024-04-17 18:29:46,3828
5630,,,CT2-5846;1       8V0,11005846,15,0.8,121.847912,24.83466,42.6,0,2024-04-17 18:32:11,3779
5630,,,CT2-5846;1       8V0,11005846,15,1.3,121.848208,24.83546,19.3,0,2024-04-17 18:37:02,3768
5600,,,CT2-5846;1       8V0,11005846,15,0.6,121.848527,24.836308,40.6,0,2024-04-17 18:41:54,3754
5559,,,CT2-5846;1       8V0,11005846,15,1.4,121.84887,24.837082,17.6,0,2024-04-17 18:46:42,3709
5575,,,CT2-5846;1       8V0,11005846,15,0.9,121.849048,24.83743,31.1,0,2024-04-17 18:49:06,3747
5654,,,CT2-5846;1       8V0,11005846,15,1.0,121.849402,24.838157,13.2,0,2024-04-17 18:54:01,3820
5786,,,CT2-5846;1       8V0,11005846,15,0.8,121.849578,24.838502,9.6,0,2024-04-17 18:56:25,3883
6033,,,CT2-5846;1       8V0,11005846,15,0.4,121.84996,24.83922,45.7,0,2024-04-17 19:01:16,4060
5689,,,CT2-5846;1       8V0,11005846,15,0.5,121.850398,24.839865,44.9,0,2024-04-17 19:06:05,3804
5624,,,CT2-5846;1       8V0,11005846,15,1.0,121.85062,24.84018,57.2,0,2024-04-17 19:08:34,3767
5484,,,CT2-5846;1       8V0,11005846,15,1.2,121.85148,24.841178,51.7,0,2024-04-17 19:15:54,3688
